0.0571428571428571,0.3177,0.6,0.4,1
0.5,0.2398,1,0.7,1
0.285714285714286,0.2118,1,0.7,1
0.342857142857143,0.2692,1,0.6,1
0.114285714285714,0.3177,0.6,0.4,1
0.271428571428571,0.2359,1,0.7,1
0.0571428571428571,0.1299,0.6,0.9,1
0.428571428571429,0.1982,1,0.8,1
0.571428571428571,0.0864,0.6,1,1
0.228571428571429,0.2827,1,0.6,1
0.551428571428571,0.0864,0.6,1,1
0.0571428571428571,0.3177,0.6,0.4,1
0.27,0.1774,0.6,0.7,1
0.114285714285714,0.3177,0.6,0.4,1
0.114285714285714,0.3177,0.6,0.4,1
0.328571428571429,0.2019,0.6,0.7,1
0.0742857142857143,0.0864,0.6,1,1
0.114285714285714,0.2859,0.6,0.5,1
0.385714285714286,0.2262,1,0.7,1
0.114285714285714,0.2489,1,0.6,1
0.0571428571428571,0.1694,1,0.8,1
0.285714285714286,0.1034,0.6,0.9,1
0.371428571428571,0.2333,1,0.7,1
0.571428571428571,0.1089,0.6,0.9,1
0.428571428571429,0.1774,0.6,0.7,1
0.0857142857142857,0.2712,0.6,0.5,1
0.0857142857142857,0.2419,0.6,0.6,1
0.162857142857143,0.1299,0.6,0.9,1
0.114285714285714,0.2712,0.6,0.5,1
0.371428571428571,0.2081,1,0.7,1
0.0714285714285714,0.1656,0.2,0.7,1
0.257142857142857,0.0864,0.6,1,1
0.428571428571429,0.2566,0.6,0.6,1
0.0714285714285714,0.2099,0.6,0.7,1
0.114285714285714,0.2639,0.6,0.5,1
0.185714285714286,0.2099,0.6,0.7,1
0.271428571428571,0.1939,0.6,0.7,1
0.114285714285714,0.2415,1,0.7,1
0.285714285714286,0.1153,0.6,0.9,1
0.428571428571429,0.1279,0.2,0.8,1
0.257142857142857,0.0974,0.6,0.9,1
0.285714285714286,0.1679,0.6,0.8,1
0.342857142857143,0.0839,0.6,1,1
0.471428571428571,0.1,1,1,1
0.114285714285714,0.3177,0.6,0.4,1
0.428571428571429,0.2692,1,0.6,1
0.0571428571428571,0.2419,0.6,0.6,1
0.0571428571428571,0.3177,0.6,0.4,1
0.0843208571428571,0.3177,0.6,0.4,1
0.114285714285714,0.2639,0.6,0.5,1
0.514285714285714,0.1499,1,0.9,1
0.0857142857142857,0.3134,0.6,0.4,1
0.114285714285714,0.3177,0.6,0.4,1
0.428571428571429,0.2099,0.6,0.7,1
0.314285714285714,0.1599,0.6,0.8,1
0.214285714285714,0.0769,0.2,0.9,1
0.0571428571428571,0.2786,0.6,0.5,1
0.0874597142857143,0.3177,0.6,0.4,1
0.142857142857143,0.2566,0.6,0.6,1
0.237142857142857,0.1679,0.6,0.8,1
0.571428571428571,0.1101,1,1,1
0.242857142857143,0.2419,0.6,0.6,1
0.335851714285714,0.1034,0.6,0.9,1
0.319132,0.1982,1,0.8,1
0.285714285714286,0.2566,0.6,0.6,1
0.0940037142857143,0.2759,1,0.6,1
0.428571428571429,0.2024,1,0.8,1
0.114285714285714,0.2639,0.6,0.5,1
0.428571428571429,0.2118,1,0.7,1
0.342857142857143,0.2118,1,0.7,1
0.371428571428571,0.2199,0.6,0.6,1
0.2,0.1824,0.6,0.7,1
0.114285714285714,0.2624,1,0.6,1
0.114285714285714,0.2827,1,0.6,1
0.342857142857143,0.1389,0.2,0.7,1
